Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
24,"HA Engelbrecht, T Schultz","Rapid development of an afrikaans-english speech-to-speech translator",2005,"International Workshop on Spoken …","isca-speech.org","https://www.isca-speech.org/archive/iwslt_05/slt5_159.html","https://scholar.google.com/scholar?cites=11431845369167474906&as_sdt=2005&sciodt=0,5&hl=en",142,"2020-11-06 21:29:44","","","","",,,,,24,1.60,12,2,15,"In this paper we investigate the rapid deployment of a twoway Afrikaans to English Speech-to-Speech Translation system. We discuss the approaches and amount of work involved to port a system to a new language pair, ie the steps required to rapidly adapt ASR, MT and …"
23,"M Wand, T Schultz","Pattern learning with deep neural networks in EMG-based speech recognition",2014,"… Conference of the IEEE Engineering in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6944550/?casa_token=5285CLfjkKAAAAAA:PlwE9e87ZI4lmXH8H3JHKyej4vpPu8sYGs3jFaPOAscEHX4ktDSm-PrTf79jPT-sDO8i7R3qnQ","https://scholar.google.com/scholar?cites=4489866261819510178&as_sdt=2005&sciodt=0,5&hl=en",143,"2020-11-06 21:29:44","","","","",,,,,23,3.83,12,2,6,"We report on classification of phones and phonetic features from facial electromyographic (EMG) data, within the context of our EMG-based Silent Speech interface. In this paper we show that a Deep Neural Network can be used to perform this classification task, yielding a …"
24,"F Putze, J Hild, R Kärgel, C Herff, A Redmann…","Locating user attention using eye tracking and EEG for spatio-temporal event selection",2013,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2449396.2449415","https://scholar.google.com/scholar?cites=769471621677822465&as_sdt=2005&sciodt=0,5&hl=en",144,"2020-11-06 21:29:44","","","","",,,,,24,3.43,4,6,7,"In expert video analysis, the selection of certain events in a continuous video stream is a frequently occurring operation, eg, in surveillance applications. Due to the dynamic and rich visual input, the constantly high attention and the required hand-eye coordination for mouse …"
22,"T Schultz, AW Black","Challenges with rapid adaptation of speech translation systems to new language pairs",2006,"2006 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1661500/?casa_token=ehXf7CQurqIAAAAA:9tLkJzTFvTZyJqJ4BSQxeAFVmHiS6__ubgT2WX7nH5QJQvKeoRtqBufWh7ECleYonwuHmM2xMA","https://scholar.google.com/scholar?cites=4195190880948843072&as_sdt=2005&sciodt=0,5&hl=en",145,"2020-11-06 21:29:44","","","","",,,,,22,1.57,11,2,14,"Although we have far from solved the issues in porting speech translation systems to new languages, we have gathered sufficient experience by now to identify a number of major challenges in the process. Although well-defined processes exist for building speech …"
23,"AW Black, T Schultz","Speaker clustering for multilingual synthesis",2006,"Multilingual Speech and Language …","isca-speech.org","https://www.isca-speech.org/archive_open/ml06/ml06_024.html","https://scholar.google.com/scholar?cites=11315551054706491208&as_sdt=2005&sciodt=0,5&hl=en",146,"2020-11-06 21:29:44","","","","",,,,,23,1.64,12,2,14,"Today, speech synthesizers in new languages are typically built by collecting several hours of well recorded speech in the target language. The time and effort involved in collection and correction can be prohibitive when lack of resources is common in addressing under …"
22,"C Fügen, M Westphal, M Schneider, T Schultz…","LingWear: a mobile tourist information system",2001,"Proceedings of the first …","aclweb.org","https://www.aclweb.org/anthology/H01-1048.pdf","https://scholar.google.com/scholar?cites=5258045751036128335&as_sdt=2005&sciodt=0,5&hl=en",147,"2020-11-06 21:29:44","PDF","","","",,,,,22,1.16,4,5,19,"In this aper, we describe LingWear, a mobile tourist information system that allows uninformed users to find their way around in foreign cities and to ask for information about sights, accommodations, and other places of interest. The user can communicate with Lin …"
22,"S Rao, I Lane, T Schultz","Improving spoken language translation by automatic disfluency removal: Evidence from conversational speech transcripts",2007,"Training","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.183.511&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=14321933231327429712&as_sdt=2005&sciodt=0,5&hl=en",148,"2020-11-06 21:29:44","PDF","","","",,,,,22,1.69,7,3,13,"Abstract Machine translation of spoken language has made significant progress in recent years, however, translation quality is still limited due to specific idiosyncrasies of spoken language; including the lack of well-formed sentences and the presence of disfluencies. In …"
22,"F Metze, T Kemp, T Schaaf, T Schultz…","Confidence measure based language identification",2000,"… on Acoustics, Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/862110/?casa_token=fueCryohgjkAAAAA:aRAbrEenpBFGkNlASY-Eq8C1EujyZDBsSK0JoBgxatjHDCyJ-LqunEL7Woz082Luc84EBDnJWQ","https://scholar.google.com/scholar?cites=744959679637233434&as_sdt=2005&sciodt=0,5&hl=en",149,"2020-11-06 21:29:44","","","","",,,,,22,1.10,4,5,20,"In this paper we present a new application for confidence measures in spoken language processing. In today's computerized dialogue systems, language identification (LID) is typically achieved via dedicated modules. In our approach, LID is integrated into the speech …"
22,"F Putze, T Schultz","Adaptive cognitive technical systems",2014,"Journal of neuroscience methods","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165027014002416","https://scholar.google.com/scholar?cites=18437880621908296088&as_sdt=2005&sciodt=0,5&hl=en",150,"2020-11-06 21:29:44","","","","",,,,,22,3.67,11,2,6,"Adaptive cognitive technical systems are capable of sensing the internal state of its user and of adapting its behavior appropriately to those measurements to improve the usability of the system. One important example of such user state is the user's mental workload level. This …"
24,"T Schlippe, C Zhu, J Gebhardt…","Text normalization based on statistical machine translation and internet user support",2010,"… Annual Conference of the …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2010/i10_1816.html","https://scholar.google.com/scholar?cites=172156191253730876&as_sdt=2005&sciodt=0,5&hl=en",151,"2020-11-06 21:29:44","","","","",,,,,24,2.40,6,4,10,"In this paper, we describe and compare systems for text normalization based on statistical machine translation (SMT) methods which are constructed with the support of internet users. Internet users normalize text displayed in a web interface, thereby providing a parallel …"
20,"B Thürer, C Stockinger, A Focke, F Putze, T Schultz…","Increased gamma band power during movement planning coincides with motor memory retrieval",2016,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811915009027?casa_token=Dw4LM-M02VYAAAAA:LZ_rwlp816DWtuNW2-gu8qtX1QlTNSAEMw09uIJr8g2YjenDEn3WehYfHF4ictpPQS9qQIpbCw","https://scholar.google.com/scholar?cites=17651014122646190102&as_sdt=2005&sciodt=0,5&hl=en",152,"2020-11-06 21:29:44","HTML","","","",,,,,20,5.00,3,6,4,"The retrieval of motor memory requires a previous memory encoding and subsequent consolidation of the specific motor memory. Previous work showed that motor memory seems to rely on different memory components (eg, implicit, explicit). However, it is still …"
21,"F Metze, R Hsiao, Q Jin, U Nallasamy…","The 2010 CMU GALE speech-to-text system",2010,"… Annual Conference of …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2010/i10_1501.html","https://scholar.google.com/scholar?cites=4983950960362236482&as_sdt=2005&sciodt=0,5&hl=en",153,"2020-11-06 21:29:44","","","","",,,,,21,2.10,4,5,10,"This paper describes the latest Speech-to-Text system developed for the Global Autonomous Language Exploitation (“GALE”) domain by Carnegie Mellon University (CMU). This systems uses discriminative training, bottle-neck features and other techniques that …"
24,"M Janke, M Wand, T Heistermann…","Fundamental frequency generation for whisper-to-audible speech conversion",2014,"… , Speech and Signal …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6854066/?casa_token=SGOesXm3pRUAAAAA:0F3IwowZM1vbsXFGjkPa8wdVnWwtm8aMBjGXbuW7crro4KLko2tq9XXyah1i2DjCr-Kx8-Ni4w","https://scholar.google.com/scholar?cites=13124978181998546342&as_sdt=2005&sciodt=0,5&hl=en",154,"2020-11-06 21:29:44","","","","",,,,,24,4.00,6,4,6,"In this work, we address the issues involved in whisper-to-audible speech conversion. Spectral mapping techniques using Gaussian mixture models or Artificial Neural Networks borrowed from voice conversion have been applied to transform whisper spectral features to …"
21,"H Yu, YC Tam, T Schaaf, S Stüker, Q Jin…","The isl rt04 mandarin broadcast news evaluation system",2004,"EARS Rich …","cs.cmu.edu","http://www.cs.cmu.edu/afs/.cs.cmu.edu/Web/People/yct/papers/rt04.pdf","https://scholar.google.com/scholar?cites=8789151941614710459&as_sdt=2005&sciodt=0,5&hl=en",155,"2020-11-06 21:29:44","PDF","","","",,,,,21,1.31,4,6,16,"This paper describes our effort in developing a Mandarin Broadcast News system for the RT-04f (Rich Transcription) evaluation. Starting from a legacy system, we revisited all the issues including partitioning, acoustic modeling, language modeling, decoding and system …"
21,"T Schlippe, L Gren, NT Vu, T Schultz","Unsupervised language model adaptation for automatic speech recognition of broadcast news using web 2.0.",2013,"Interspeech","isca-speech.org","https://www.isca-speech.org/archive/archive_papers/interspeech_2013/i13_2698.pdf","https://scholar.google.com/scholar?cites=3232605227801089575&as_sdt=2005&sciodt=0,5&hl=en",156,"2020-11-06 21:29:44","","","","",,,,,21,3.00,5,4,7,"We improve the automatic speech recognition of broadcast news using paradigms from Web 2.0 to obtain time-and topicrelevant text data for language modeling. We elaborate an unsupervised text collection and decoding strategy that includes crawling appropriate texts …"
25,"G Gibert, M Pruzinec, T Schultz, C Stevens","Enhancement of human computer interaction with facial electromyographic sensors",2009,"Proceedings of the 21st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1738826.1738914","https://scholar.google.com/scholar?cites=8941856116006237254&as_sdt=2005&sciodt=0,5&hl=en",157,"2020-11-06 21:29:44","","","","",,,,,25,2.27,6,4,11,"In this paper we describe a way to enhance human computer interaction using facial Electromyographic (EMG) sensors. Indeed, to know the emotional state of the user enables adaptable interaction specific to the mood of the user. This way, Human Computer …"
22,"NT Vu, H Adel, T Schultz","An investigation of code-switching attitude dependent language modeling",2013,"International Conference on Statistical …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-39593-2_26","https://scholar.google.com/scholar?cites=13185200194501216077&as_sdt=2005&sciodt=0,5&hl=en",158,"2020-11-06 21:29:44","","","","",,,,,22,3.14,7,3,7,"In this paper, we investigate the adaptation of language modeling for conversational Mandarin-English Code-Switching (CS) speech and its effect on speech recognition performance. First, we investigate the prediction of code switches based on textual features …"
21,"NT Vu, J Weiner, T Schultz","Investigating the learning effect of multilingual bottle-neck features for ASR",2014,"Fifteenth Annual Conference Of The …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2014/i14_0825.html","https://scholar.google.com/scholar?cites=12256536705507796277&as_sdt=2005&sciodt=0,5&hl=en",159,"2020-11-06 21:29:44","","","","",,,,,21,3.50,7,3,6,"Deep neural networks (DNNs) have become state-of-the-art techniques of automatic speech recognition in the last few years. They can be used at the preprocessing level (Tandem or Bottle-Neck features) or at the acoustic model level (hybrid Hidden Markov Model/DNN) …"
20,"T Schultz, A Black","Rapid language adaptation tools and technologies for multilingual speech processing",2008,"Proc. ICASSP Las Vegas, USA","","","https://scholar.google.com/scholar?cites=3161427837037493383&as_sdt=2005&sciodt=0,5&hl=en",160,"2020-11-06 21:29:44","CITATION","","","",,,,,20,1.67,10,2,12,""
20,"J Jarvis, F Putze, D Heger, T Schultz","Multimodal person independent recognition of workload related biosignal patterns",2011,"Proceedings of the 13th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2070481.2070516","https://scholar.google.com/scholar?cites=13113759515212674083&as_sdt=2005&sciodt=0,5&hl=en",161,"2020-11-06 21:29:44","","","","",,,,,20,2.22,5,4,9,"This paper presents an online multimodal person independent workload classification system using blood volume pressure, respiration measures, electrodermal activity and electroencephalography. For each modality a classifier based on linear discriminant …"
21,"T Schlippe, S Ochs, T Schultz","Web-based tools and methods for rapid pronunciation dictionary creation",2014,"Speech Communication","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167639313000885","https://scholar.google.com/scholar?cites=15588016361406079008&as_sdt=2005&sciodt=0,5&hl=en",162,"2020-11-06 21:29:44","","","","",,,,,21,3.50,7,3,6,"In this paper we study the potential as well as the challenges of using the World Wide Web as a seed for the rapid generation of pronunciation dictionaries in new languages. In particular, we describe Wiktionary, a community-driven resource of pronunciations in IPA …"
19,"M Wölfel, Q Yang, Q Jin, T Schultz","Speaker identification using warped MVDR cepstral features",2009,"Tenth Annual Conference of …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2009/i09_0912.html","https://scholar.google.com/scholar?cites=10852976409631870169&as_sdt=2005&sciodt=0,5&hl=en",163,"2020-11-06 21:29:44","","","","",,,,,19,1.73,5,4,11,"It is common practice to use similar or even the same feature extraction methods for automatic speech recognition and speaker identification. While the front-end for the former requires to preserve phoneme discrimination and to compensate for speaker differences to …"
